Author,Art,Sale date,Price,Size,Style,Estimate,Provenance,Sign,Collection,Technique and performance material,Painted,Image
Sir Peter Paul Rubens,Portrait of a commander being dressed for battle,07.06.2010,"13,631,493",122.6 x 98.2 cm,"Old Master & 19th Century Paintings, Drawings & Watercolours  Evening","GBP 8,000,000 - GBP 12,000,000","(Possibly) Cornelis van der Geest (1577-1638), the successful spice merchant and Maecenas, and on display by 1628 in the Huis de Keizer, Mattenstraat, Antwerp, backing on to the Werf on the Scheldt; his main heirs were Cornelis de Licht, Cornelis Hecx and Adriaan Radmaecker.
(Possibly) John Drummond, 1st Earl of Melfort (c. 1650-1715), the Jacobite statesman and collector, created 1st Duke of Melfort or Duc de Melfort (1692/1701), by whom acquired after his exile to France in 1688, and hung either in his apartment in the Château de Saint Germain or later, in Paris, in the Hôtel de Soissons, or his house in the rue des Petits Augustins, and by inheritance to his wife,
(Possibly) Euphemia, Duchess of Melfort (died 1743), by whom possibly sold or given with five other pictures, after the 1st Duke's death, to (Possibly) Philippe, Duc d'Orléans, Regent of France (1674-1723), at the Palais Royal, Paris, where catalogued by Dubois de Saint-Gelais as by Jacob Jordaens, 'Un Homme Armé  Peint sur bois, haut de trois pieds huit pouces, large de trois pieds [118.8 x 97.2 cm.], fig. de grandeur naturelle. Il est jusqu'aux genoux armé de toutes piéces, tenant un Bâton de Commandant, aiant le bras gauche apuié sur un page. Un jeune homme qui est à côté de lui porte son casque. Le fond du tableau est brun' (Stryienski states that it was one of a group of eight pictures brought by Orléans from Melfort in 1707 for 40,000 livres), and by descent to
(Possibly) Louis-Philippe-Joseph, Duc d'Orléans (1747-1793), and listed in the Palais Royal in the inventories of 1724 and 1785, made after the deaths of the Regent and Louis-Philippe, Duc d'Orléans, valued at 320 and 1500 livres respectively, until acquired by
(Possibly) Thomas More Slade, acting on behalf of a syndicate consisting of George, Lord Kinnaird, William Morland and Mr. Hammersley, 1792, having previously been listed as part of the consignment of northern school paintings destined for sale in England by J.B. Le Brun as 'Jacques Jordaens  un homme armé à coté de lui est et un homme qui tient son casque'.
(Possibly) offered for sale in The Orléans Gallery, exhibited in the Great Rooms late The Royal Academy, no. 125 Pall Mall, London, April 1793, lot 112, as 'Portrait of the Duke of Alva by Rubens' (sold for £80 to an unidentified purchaser).
(Possibly) with Michael Bryan (1757-1821), connoisseur and dealer; sale, Michael Bryan, London, 27 April [= 1st day] 1796, lot 103, as 'The Duke of Alva in armour, attended by his Pages -- painted in the finest manner of that great master -- from the Orleans collection'; Peter Coxe, Burrell and Foster, London, 'at Mr. Bryan's celebrated gallery in London', 18 May [=2nd day] 1798, lot 38, as 'Rubens The Duke of Alva arming, attended by his pages, painted in the best manner of that great master - from the Orléans collection' (sold for 37 gns. to an unidentified purchaser).
George Spencer, 2nd Earl Spencer (1758-1834), at Althorp, Northamptonshire, by 1802, when listed, as part of a group of pictures hung in the 'Picture Gallery over the door from the Anti Chamber': 'Charles Vth School of Rubens'; listed by Dibdin in 1822 as in the '5th Apartment left hand side of the Great Staircase', as 'Portrait of Charles V, Emperor, and King of Spain - School of Rubens'; by 1836 it was in the Long Library (no. 331); in 1851, it was catalogued as School of Pourbus, and by descent to the present owner. 
",-,"
(Possibly) with Michael Bryan (1757-1821), connoisseur and dealer; sale, Michael Bryan, London, 27 April [= 1st day] 1796, lot 103, as 'The Duke of Alva in armour, attended by his Pages -- painted in the finest manner of that great master -- from the Orleans collection'; Peter Coxe, Burrell and Foster, London, 'at Mr. Bryan's celebrated gallery in London', 18 May [=2nd day] 1798, lot 38, as 'Rubens The Duke of Alva arming, attended by his pages, painted in the best manner of that great master - from the Orléans collection' (sold for 37 gns. to an unidentified purchaser).
",oil on panel ,-,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07862_0016_000(sir_peter_paul_rubens_portrait_of_a_commander_three-quarter-length_bei).jpg
Pablo Picasso,Tête et main de femme,05.04.2005,"13,456,000",65.4 x 54.9 cm,Impressionist and Modern Art (Evening Sale)                 ,-,"Galerie Simon (D.-H. Kahnweiler) Paris.
Alphonse Kann, Saint-Germain-en-Laye (acquired from the above, 1923). German Occupation Army, Paris (looted from the residence of Alphonse Kann, 1940).
Gustav Rochlitz, Munich (1945).
Récupérations artistiques françaises (taken into custody in 1945).
Entrusted to the Musée National d'Art Moderne and deposited to the Musée de Rennes (by 1957).
Entrusted to the Musée d'Art et d'Histoire du Judaïsme, Paris (by 1999).
Restituted to the Alphonse Kann family heirs, 2003.
Private collection.
","
signed and dated 'Picasso 21' (upper left) 
","
Private collection.
",oil on canvas ,1921,https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01514_0031_000().jpg
Pablo Picasso,Plant de tomates,11.08.2006,"13,456,000",92 x 73 cm,Impressionist and Modern Art Evening Sale,"USD 5,000,000 - USD 7,000,000","Louis Carré, Paris.
Durand-Ruel Galleries, New York (acquired from the above, 19 March 1948).
Mr. and Mrs. Vladimir Golschmann, St. Louis and New York (acquired from the above, 17 December 1948). 
Private collection, Switzerland.
Acquired from the above by the present owner. 
","
signed 'Picasso' (lower right); dated '10 Août 44' (on the reverse) 
","
Private collection, Switzerland.
",oil on canvas ,1944,https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01722_0007_000().jpg
Vincent van Gogh,Parc de l′hôpital Saint-Paul,06.23.2010,"13,302,947",66.7 x 51.5 cm,Impressionist/Modern  Evening Sale,"GBP 8,000,000 - GBP 12,000,000","Théo van Gogh, Holland, by 1891.
Madame J. van Gogh-Bonger, Amsterdam, by 1925.
V. W. van Gogh, Amsterdam, by 1927.
The Leicester Galleries, London.
Galerie Thannhauser (no.1134), Paris and Lucerne, in 1927.

Ralph M. Coe, Cleveland, Ohio, 1927-1959; sale, Sotheby's, New York, 14 January 1959, lot 82.
Wildenstein Gallery, New York.
Acquired from the above by the family of the present owner in 1963. 
",-,-,oil on canvas ,1889,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07857_0017_000(vincent_van_gogh_parc_de_lhopital_saint-paul).jpg
Alberto Giacometti,La forêt,05.07.2002,"13,209,500",58.4 cm,Impressionist and Modern Art (Evening Sale)                 ,"USD 7,000,000 - USD 9,000,000","Pierre Matisse Gallery, New York.
The Milton D. Ratner Family Collection, Fort Lee, New Jersey.
Private Collection, Switzerland (acquired from the above, by 1977).
Thomas Gibson Fine Art Ltd., London.
Acquired from the above by the present owner.
","
signed, numbered and stamped with foundry mark 'A. Giacometti 5/6 Alexis Rudier Fondeur. Paris' (on the base)
","
The Milton D. Ratner Family Collection, Fort Lee, New Jersey.
",painted bronze ,1950,https://www.christies.com/img/LotImages/2002/NYR/2002_NYR_01075_0034_000().jpg
Vincent van Gogh,Jeune homme à la casquette,05.11.1995,"13,202,500",47.5 x 39 cm,"Impressionist & Modern Paintings, Drawings & Sculpture, Pt I",,"Johanna van Gogh-Bonger, Amsterdam 
Gottlieb Friedrich Reber, Barmen (acquired from the above Nov. 1912)
Galerie Thannhauser, Lucerne (acquired from the above Sept. 27, 1921)
K. Neumann, Barmen (acquired from the above July 17, 1923)
Dr. Fritz Nathan, Zurich (acquired from the above in 1947)
Thence by family descent 
",-,-,oil on canvas,1888,-
Claude Monet,Le jardin de l′artiste a Vetheuil,11.13.1996,"13,202,500",100.5 x 82 cm,Property from the Collection of Mr. & Mrs. Charles Engelhard,,"Galerie Durand-Ruel, Paris (acquired from the artist on Feb. 9, 1882)
James F. Sutton, New York (1893); sale, American Art Association, New York, April 25-30, 1895, lot 121
Galerie Durand-Ruel, Paris (acquired at the above sale)
J. Dubied, Paris (acquired from the above on Oct. 4, 1896)
Paul Cassirer, Berlin
Christensen & Jörck, Copenhagen (acquired from the above in 1919)
Mr. and Mrs. Oskar Federer, Montreal (circa 1960)
Richard L. Feigen & Co., New York
Acquired from the above by the present owner on Oct. 15, 1968 
","
signed and dated bottom left 'Claude Monet 81' 
",-,oil on canvas ,1881,-
Willem de Kooning,Sail Cloth,05.11.2005,"13,120,000",56.2 x 73.6 cm,Post-War and Contemporary Art (Evening Sale)                ,"USD 8,000,000 - USD 12,000,000","Egan Gallery, New York
Mr. and Mrs. M.H. Grossman, New York
Mr. and Mrs. Max Monarch, Altoona
Allan Stone Gallery, New York
Acquired from the above by the present owner 
","
signed 'de Kooning' (lower right) 
",-,"oil, enamel, charcoal and graphite on board ",1949,https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01516_0019_000().jpg
Joan Miró,Le coqREPEAT SALE,06.18.2007,"13,101,568",63.5 x 48.9 cm,Impressionist and Modern Art  (Evening Sale),"GBP 3,500,000 - GBP 4,500,000","A gift from the artist to Efstratios Eleftheriades (Tériade), in March 1949, and thence by descent to his wife Alice; sale, Christie's, London, 24 June 2003, lot 29.,
Acquired at the above sale by the present owner. 
","
signed 'Miró' (lower right); signed again, dated and dedicated 'Joan Miró, Varengeville sur mer, Février 1940. Hommage à André Tériade, avec toute la vieille amitié de Miró, Paris mars 1949' (on the reverse)
",-,"gouache, watercolour and pencil on paper ",1940,https://www.christies.com/img/LotImages/2007/CKS/2007_CKS_07404_0054_000().jpg
Andy Warhol,Mercedes-Benz W 196 R Grand Prix Car,11.12.2013,"13,045,000",407.6 x 457.5 cm,Post-War and Contemporary Evening Sale,"USD 12,000,000 - USD 16,000,000","Galerie Hans Mayer, Düsseldorf
Acquired from the above by the present owner
","
stamped with signature 'Andy Warhol' (on the overlap)
",-,synthetic polymer and silkscreen inks on canvas,1987,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02791_0061_000(andy_warhol_mercedes-benz_w_196_r_grand_prix_car_1954).jpg
Pablo Picasso,Deux femmes et enfant,05.06.2014,"13,045,000",189 x 129.2 cm,Impressionist and Modern Art Evening Sale including Property from the Estate of Edgar M. Bronfman,"USD 12,000,000 - USD 16,000,000","Mrs. Charles Suydam Cutting, New York.
Justin K. Thannhauser, New York.
The Newark Museum, New Jersey (acquired from the above, 1954).
Acquired from the above by the present owner, 2000. 
","
signed 'Picasso' (lower left) 
",-,oil on canvas ,1922,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02844_0042_000(pablo_picasso_deux_femmes_et_enfant).jpg
Marc Chagall,Les trois acrobates,05.08.2013,"13,003,750",116.2 x 88.4 cm,Impressionist & Modern Evening Sale,"USD 6,000,000 - USD 9,000,000","Walter Schwarzenberg, Brussels; sale, Galerie Georges Giroux, Brussels, 1-2 February 1932, lot 70.
Dr. Franz Potvin, Brussels.
Pierre Matisse Gallery, New York.
Mr. and Mrs. Sidney F. Brody, Beverly Hills (by 1957).
Acquired by the present owners, October 1977.
","
signed and dated 'Chagall 1926' (lower right) 
",-,oil on canvas ,1926,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02782_0040_000(marc_chagall_les_trois_acrobates).jpg
,Zwei Kerzen,11.10.2010,"12,962,500",150 x 100 cm,Post-War and Contemporary Evening Sale,"USD 12,000,000 - USD 16,000,000","Galerie Fred Jahn, Munich
Private collection, Munich
Dickinson, London and New York
Private collection, London
Anthony Meier Fine Arts, San Francisco
Acquired from the above by the present owner 
","
signed, numbered and dated '499-2 Richter 1982' (on the reverse) 
","
Private collection, Munich
",oil on canvas ,1982,https://www.christies.com/img/LotImages/2010/NYR/2010_NYR_02355_0030_000(gerhard_richter_zwei_kerzen).jpg
Ernst Ludwig Kirchner,Dodo mit grossem Fächer,05.09.2007,"12,920,000",151.9 x 73.8 cm,Impressionist and Modern Art Evening Sale,"USD 12,000,000 - USD 18,000,000","Estate of the Artist.
Marlborough Fine Art, Ltd., London.
Acquired from the above by the present owners. 
",-,-,oil on canvas ,1910,https://www.christies.com/img/LotImages/2007/NYR/2007_NYR_01831_0064_000().jpg
Pablo Picasso,"Tête de femme, Jacqueline",02.02.2010,"12,916,526",90.2 x 58.4 cm,Impressionist/Modern Evening Sale,"GBP 3,000,000 - GBP 4,000,000","Daniel-Henry Kahnweiler (Galerie Louise Leiris), Paris, by whom acquired directly from the artist.
Saidenberg Gallery, New York.
Mr. and Mrs. Leigh B. Block, Chicago.
Saidenberg Gallery, New York.
Acquired from the above by the family of the present owners in February 1981, and thence by descent. 
","
signed 'Picasso' (upper right); dated '24.5.63' (centre left); dated again '24.5.63' (on the reverse)
",-,oil on canvas ,1963,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07831_0029_000().jpg
Pablo Picasso,Femmes à la fontaine,11.08.2006,"12,896,000",92.7 x 74 cm,Impressionist and Modern Art Evening Sale,"USD 15,000,000 - USD 20,000,000","(possibly) Reinhardt, New York (by 1931).
Albert Roullier Galleries, Chicago.
Mr. and Mrs. Potter Palmer Jr., Chicago.
Baron H. H. Thyssen-Bornemisza, Lugano.
Acquired by the present owner circa 1987. 
","
signed 'Picasso' (upper right) 
",-,oil on canvas ,1901,https://www.christies.com/img/LotImages/2006/NYR/2006_NYR_01722_0064_000().jpg
Jean-Michel Basquiat,Palm Springs Jump,02.06.2008,"12,838,157",183 x 213.5cm,Post-War and Contemporary Art  Evening Sale,,"Annina Nosei Gallery, New York (#2020).
Acquired from the above by the present owner in 1982. 
","
signed, titled and dated '""PALM SPRINGS JUMP"" JeanMichelB 1982' (on the reverse)
",-,"acrylic, oilstick and gold paint on canvas ",1982,https://www.christies.com/img/LotImages/2008/CKS/2008_CKS_07565_0009_000().jpg
Bernardo Bellotto,Rome: The Forum with the Temple of Castor and Pollux; and The Temple of Antoninus and Faustina in the Forum ,12.07.2006,"12,814,831",61.9 x 96.8 cm,Important Old Master Pictures   Evening Sale,"GBP 3,000,000 - GBP 4,000,000","Joseph Smith ('Consul Smith') (c. 1674-1770), Venice or Mogliano, and by inheritance to his widow, Elizabeth (c. 1718-1788), from whom purchased, with other pictures, in June 1773 by
Patrick Home of Wedderburn (1728-1808), M.P., and probably through descent to his brother, 
General David Home of Wedderburn (d. 1809) and to their sister,
Miss Jean Home of Wedderburn (d. 1812), and to their nephew,
George Home of Wedderburn and Paxton, by whom moved to Paxton, and by inheritance through his mother's great-nephew,
William Foreman Home of Paxton and the latter's daughter,
Jean, wife of David Milne, at Paxton House, Duns, Berwickshire, to Colonel David Milne-Home and his daughter,
Miss Milne-Home, acquired from the latter by
Messrs. Knoedler, London, post March 1925, and sold to the following 
with Gaston Neumans, Paris, 27 September 1928.
Col. Norman Colville, M.C., Penheale Manor, Cornwall; Sotheby's, London, 9 June 1955, lot 164.
with Arthur Tooth and Sons, London, 1955. 
",-,-,oil on canvas ,-,https://www.christies.com/img/LotImages/2006/CKS/2006_CKS_07294_0072_000().jpg
Alberto Giacometti,Femme de Venise IVREPEAT SALE,05.06.2014,"12,709,000",115.5 cm,Impressionist and Modern Art Evening Sale including Property from the Estate of Edgar M. Bronfman,"USD 10,000,000 - USD 18,000,000","Heinz Berggruen, Paris.
Max Rayne, London (acquired from the above, 1962); sale, Sotheby's, London, 27 June 2000, lot 29.
Acquired at the above sale by the present owner.
","
signed and numbered 'Alberto Giacometti 2/6' (on the left side of the base); inscribed with foundry mark 'Susse Fond. Paris' (on the back of the base)
",-,bronze with dark brown and green patina and hand-painted by the artist ,1956,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02844_0033_000(alberto_giacometti_femme_de_venise_iv).jpg
Rembrandt Harmensz van Rijn,Portrait of a bearded man in a red doubletREPEAT SALE,01.26.2001,"12,656,000",63.5 x 50.8 cm,Important Old Master Paintings                              ,"USD 6,000,000 - USD 8,000,000","Sir Philip John William Miles, 2nd. Bt. (1825-1888), Leigh Court, Somerset, and by descent through his eldest daughter, Alice Katherine, wife of Lt. Col. Gerard Vivian Ames, of the Hyde, Herfordshire, to their son, Captain Lionel Gerard Ames (b. 1889).
with Vicars Brothers, London, by 1929.
with Howard Young Galleries, New York, by 1930.
David Loew, Beverly Hills, CA.
with Findlay Gallery, New York, 1954.
Amon Carter, Fort Worth, Texas, from 1954 and by descent, until sold Sotheby's, New York, 30 January 1998, lot 18. ($9,077,500 to the following) 
Purchased by Dr. Alfred Bader for Otto Naumann, Ltd., New York, from whom acquired by The Bellagio Gallery of Fine Art, Las Vegas.
","
signed and dated 'Rembrandt. fec/1633.' (center right) 
",-,oil on an oval panel ,-,https://www.christies.com/img/LotImages/2001/NYR/2001_NYR_09558_0081_000().jpg
Joan Miró,Portrait de Mme K.,11.06.2001,"12,656,000",116.5 x 91 cm,THE COLLECTION OF RENE GAFFE   THE ESTATE OF MME RENE GAFFE,"USD 4,000,000 - USD 6,000,000","Max Ernst, Paris.
Acquired from the above by René Gaffé, 14 August 1926. 
","
signed and dated 'Miró 1924' (lower left); signed and dated again and titled 'Joan Miró Portrait de Mme K 1924' (on the reverse)
",-,"charcoal, colored crayon, pastel, sanguine, white chalk and pencil on primed (blanc de Meudon) canvas",1924,https://www.christies.com/img/LotImages/2001/NYR/2001_NYR_09854_0014_000().jpg
Paul Cézanne,Les toits de l′Estaque,05.12.1997,"12,652,500",60.2 x 73 cm,The John & Frances L. Loeb Collection,"USD 8,000,000 - USD 10,000,000","Collection Fabre, Aix-en-Provence
Jos. Hessel, Paris
Galerie Bernheim-Jeune, Paris (Oct., 1907)
Paul Cassirer, Berlin
Jos. Hessel, Paris
Galerie Bernheim-Jeune, Paris (April, 1908)
M. Knoedler & Co., Inc., Paris and New York (Nov., 1915)
Stephan Bourgeois Gallery, New York (Nov., 1918)
Adolph Lewisohn, New York
Samuel A. Lewisohn, New York
The Museum of Modern Art, New York (gift from the above in 1956)
Walter P. Chrysler, Jr., New York (acquired from the above in 1971)
M. Knoedler & Co., Inc., New York
Acquired from the above by the late owners on May 18, 1972 
",-,"Collection Fabre, Aix-en-Provence
",oil on canvas ,1883,-
