Author,Art,Sale date,Price,Provenance,Sign,Technique and performance material,Size,Image,Estimate,Report,Description,Tried url
Pablo Picasso,Plant de tomates,11.08.2006,"13,456,000","Galerie Louis Carré, Paris (acquired from the artist)
Paul Rosenberg, New York (acquired from the above)
Alexandre Rosenberg & Co., Inc., New York (acquired from the above)
Mr. and Mrs. John Hay Whitney (acquired from the above on April 19, 1948 and sold: Sotheby’s, New York, May 5, 2004, lot 27)
Acquired at the above sale
Paris, Galerie Louis Carré, Picasso Libre, 21 Peintures: 1940-1945, 1945, no. 17, illustrated in the catalogue
New York, The Museum of Modern Art, Selections from five New York Private Collections, 1951
New York, Paul Rosenberg Galleries, Picasso, 1955, no. 15
New Haven, Yale University Art Gallery, Pictures Collected by Yale Alumni, 1956, no. 144
New York, Paul Rosenberg Galleries, Masterpieces Recalled, 1957, no. 43
Milwaukee Art Institute, An Inaugural Exhibition:  El Greco, Rembrandt, Goya, Cézanne, Van Gogh, Picasso, 1957, no. 106
London, The Tate Gallery, The John Hay Whitney Collection, 1960-61, no. 44
New York, The Museum of Modern Art, 1976 (on loan)
New York, The Museum of Modern Art, Pablo Picasso, A Retrospective, 1980, illustrated in the
READ MORE
Christian Zervos, Pablo Picasso, Oeuvres de 1944 à 1946, vol. 14, Paris, 1963, no. 22, illustrated pl. 12
Jean Sutherland Boggs, Picasso and Things (exhibition catalogue), The Cleveland Museum of Art; The Philadephia Museum of Art; Galeries Nationales du Grand Palais, 1992, fig. 117b, illustrated p. 286
Picasso and the War Years (exhibition catalogue), The Solomon R. Guggenheim Museum, New York, 1999-2000, photograph of an installation view of the Picasso exhibition held at the Galerie Louis Carrié in 1945 featuring the present work
The Picasso Project, ed., Picasso's Paintings, Watercolors, Drawings and Sculpture, The Nazi Occupation, 1940-1944, San Francisco, 1999, no. 44-148, illustrated p. 375 (as dating incorrectly from 8.12.44)
Symbolic of victory in Europe, Picasso's paintings of a tomato plant in bloom are considered some of the most important works that he produced during the war years. Although his work of this period tended to avoid direct references to the war, these pictures are imbued with both personal and cultural significance.

In the summer of 1944, when the Allied forces began to advance towards Paris and the end of Nazi Occupation was in sight, Picasso could not help but to be embroiled in current events. For the first time since completing his epic Guernica in 1937, he made direct references in his pictures to life in Europe during the war.  While staying with Marie-Thérèse and their daughter Maya at the Boulevard Henri IV in the weeks before the Liberation of Paris, Picasso took notice of
READ MORE
","Signed Picasso (lower left); dated 7 août 44 on the reverse
",Oil on canvas,91 by 71.8 cm,https://sothebys-com.brightspotcdn.com/dims4/default/17d55ca/2147483647/strip/true/crop/1597x2000+0+0/resize/169x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fe1%2Ffb%2Fcb%2Feefbce4f53323c502656b4bb612241aacefd6db591ce138447819ea86b%2F392n08898-6mgbw.jpg,"10,000,000",Found,"Signed Picasso (lower left); dated 7 août 44 on the reverse
Oil on canvas
35 7/8 by 28¼ in.
91 by 71.8 cm
Painted on August 7, 1944.",
Pablo Picasso,Femme assise,06.20.2012,"13,423,471",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Femme assise&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Pablo Picasso,Tête,02.03.2015,"13,376,368",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Tête&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Pablo Picasso,Mousquetaire et nu assis,06.18.2007,"13,322,958",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Mousquetaire et nu assis&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Francis Bacon,Crouching nude,06.29.2011,"13,310,974",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Francis Bacon Crouching nude&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Vincent van Gogh,Parc de l′hôpital Saint-Paul,06.23.2010,"13,302,947",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Parc de l′hôpital Saint-Paul&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Qi Baishi,Ode to the morher country,12.03.2012,"13,286,904",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Qi Baishi Ode to the morher country&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Lucio Fontana,"Concetto spaziale, Attesa",02.06.2008,"13,279,459",,-,-,-,https://sothebys-com.brightspotcdn.com/dims4/default/fe07178/2147483647/strip/true/crop/500x500+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fc6%2F4c%2F28%2F59fa5b71fac41f69087283fc636e351464ae6e590e9c1cb5f016306f9a%2Flot.jpg,"65,000",Found,,
Joan Miró,Femme rêvant de l�évasion,02.05.2013,"13,270,489","Pierre Matisse Gallery, New York
Acquired from the above by the present owners in 1964
New York, Pierre Matisse Gallery, Joan Miró, 1947, no. 22, illustrated in the catalogue
Jacques Dupin, Joan Miró, Life and Work, New York, 1962, no. 644, illustrated p. 549
Jacques Dupin & Ariane Lelong-Mainaud, Joan Miró, Catalogue Raisonné. Paintings, Paris, 2001, vol. III, no. 744, illustrated in colour p. 68
In August 1946 the New York dealer Pierre Matisse wrote in a letter to Miró: ‘I need more than ever those canvases in order to complete your exhibition, which I want to do as soon as possible’ (quoted in Pierre Matisse and his Artists (exhibition catalogue), The Pierpont Morgan Library, New York, 2002, p. 209, translated from French). Among these canvases was a group of five large-scale oils, including the present work, which Miró had executed between the end of January and late February 1945. Matisse was keen to demonstrate to the American public the lively state of painting in Europe in the immediate aftermath of the Second World War, and probably deemed this group of large oils to be among the most energetic and life-affirming works coming from Europe. Femme rêvant de l’évasion is the only work from this exceptional group of paintings still in private hands, as the
READ MORE
","signed Miró, titled and dated 1.2.1945 on the reverse
",oil on canvas,146 by 114cm,https://sothebys-com.brightspotcdn.com/dims4/default/c2d6c24/2147483647/strip/true/crop/1564x2000+0+0/resize/166x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fb1%2F93%2F76%2Fe0bc4c14e7fec6c6c5f772069343dee3d499834e69161dd9d9ebbaeb9f%2F846l13002-4cf4h.jpg,"8,000,000",Found,"signed Miró, titled and dated 1.2.1945 on the reverse
oil on canvas
146 by 114cm.
57 1/2 by 44 7/8 in.
Painted on 1st February 1945.",
,Matrosen,11.09.2010,"13,242,500","Galerie Heiner Friedrich, Munich
Galerie Veith Turske, Cologne
Stiftung Ludwig-Roselius-Museum, Bremen (acquired from the above in 1977)
Acquired by the present owner from the above by donation in 2004
Wiesbaden, Städtisches Museum, Extra, 1966
Venice, Galleria del Leone, Richter, 1966
Bamberg, Studio b, Pop Art? Die Wirklichkeit in neuer Sicht, April - May 1967, n.p., illustrated
Munich, Galerie Heiner Friedrich, Gerhard Richter. New Paintings, May - June 1967
Stuttgart, Württembergischer Kunstverein, Figurationen, July - September 1967, cat. no. 125
Antwerp, Wide White Space Gallery, Gerhard Richter, October - November 1967
Antwerp, Wide White Space Gallery, Group Show, 1968
Zurich, Kunsthaus Zurich, Malerei und Photographie im Dialog, 1977
Brussels, Paleis voor Schone Kunsten Brussel and the Palais des Beaux-Arts de Bruxelles; Bonn, Kunstmuseum; Marseille, MAC, Galeries Contemporaines des Musées de Marseille, Wide White Space 1966-1976, Behind the Museum, October 1994 - May 1996,
READ MORE
René Block, Graphik des Kapitalistischen Realismus, Berlin, 1971, p. 29, illustrated
Exh. Cat., Paris, Centre National d'art et de Culture Georges Pompidou, Musée d'Art Moderne - Centre Georges Pompidou, Gerhard Richter, 1977, fig. 5, p. 31, illustrated
Jürgen Harten, ed., Gerhard Richter Bilder Paintings 1962 – 1985, Cologne, 1986, cat. no. 126, p. 53, illustrated in color
Angelika Thill, et. al., Gerhard Richter Catalogue Raisonné, 1962 – 1993, vol. III, Ostfildern-Ruit, 1993, cat. no. 126, illustrated in color
Portraiture has been a consistent theme throughout Richter's career and painting has forever been his primary medium of expression.  In a career devoted to exploring the potential of this medium, Richter has suspended the conventional opposition between figurative and abstract modes to express the endless possibilities of painting as the conveyor of truths about how the viewer acknowledges the world.  Matrosen (Sailors), from 1966 acutely demonstrates the artist's interest in the dichotomy between how the world is and how it is perceived – challenging the representational nature of painting.  Richter's gray-tone canvases of the 1960s are sourced from, and intimately connected to photographs.  Using images from advertisements, magazines, newspapers and his own amateur photography, Richter explored a vast range of subject matter including people, objects, cityscapes
READ MORE
","signed, titled and dated III.66 on the reverse
",oil on canvas,150 x 200 cm,https://sothebys-com.brightspotcdn.com/dims4/default/55215c3/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Ff2%2F99%2F36%2Fb97289e6abce1495210232f963c3678dd1ec770f49977b0e80c073dd48%2Fn08678-36-lr-1.jpg,"6,000,000",Found,"signed, titled and dated III.66 on the reverse
oil on canvas
59 x 78 3/4 in. 150 x 200 cm.",
Rembrandt Harmensz van Rijn,A man in a gorget and cap,07.03.2012,"13,234,192",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Rembrandt Harmensz van Rijn A man in a gorget and cap&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Alberto Giacometti,La forêt,05.07.2002,"13,209,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Alberto Giacometti La forêt&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Willem de Kooning,Orestes,11.12.2002,"13,209,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Willem de Kooning Orestes&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Claude Monet,Antibes vue de la salis,02.03.2015,"13,207,752",,-,-,-,https://sothebys-com.brightspotcdn.com/dims4/default/fe07178/2147483647/strip/true/crop/500x500+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fc6%2F4c%2F28%2F59fa5b71fac41f69087283fc636e351464ae6e590e9c1cb5f016306f9a%2Flot.jpg,"5,000,000",Found,,
Vincent van Gogh,Jeune homme à la casquette,05.11.1995,"13,202,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh Jeune homme à la casquette&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Claude Monet,Le jardin de l′artiste a Vetheuil,11.13.1996,"13,202,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Claude Monet Le jardin de l′artiste a Vetheuil&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Claude Monet,Nymphéas,11.13.1996,"13,202,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Claude Monet Nymphéas&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Pierre-Auguste Renoir,La Liseuse,05.07.2001,"13,202,500","Estate of the artist
Valentine Gallery, New York
Mrs. Harry B. Spaulding, Buffalo (acquired from trhe above in 1935)
By descent from the above and sold: Christie's, New York, May 5, 2005, lot 261
Private Collection
Ed. Bernheim-Jeune, L'Atelier de Renoir, Paris, 1931, vol. 1, no. 319, illustrated pl. 98
The subject of women reading was one that had absorbed Renoir since the 1870s.  In 1872 he painted Madame Claude Monet Lisant (Daulte 73, Sterling and Francine Clark Art Institute, Williamstown, Massachusets) and in 1874 the celebrated La Liseuse (Daulte 106, Musée d'Orsay, Paris).
Part of the great appeal of the subject for Renoir was the challenge to capture a model utterly engaged in another activity and therefore naturally posed rather than in a deliberate posture.  The subject also provoked Renoir's deep sense of artistic tradition.  John House noted that, “Pictures of girls reading had been common at least since the eighteenth century” (John House in Renoir, The Hayward Gallery and travelling, 1985, p. 225).  Renoir may have known paintings such as Fragonard's L'Etude (The Louvre, Paris) which portrays a woman with a book. 
READ MORE
","Stamped with the signature Renoir (lower left) (Lugt 2137b)
",Oil on canvas,28 by 18.1 cm,https://sothebys-com.brightspotcdn.com/dims4/default/fe07178/2147483647/strip/true/crop/500x500+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fc6%2F4c%2F28%2F59fa5b71fac41f69087283fc636e351464ae6e590e9c1cb5f016306f9a%2Flot.jpg,"300,000",Found,"Stamped with the signature Renoir (lower left) (Lugt 2137b)
Oil on canvas
11 by 7 1/8 in.
28 by 18.1 cm
Painted in 1906.",
,Abstraktes Bild,02.13.2013,"13,202,115","Anthony d'Offay Gallery, London
Private Collection, Germany
Christie's, London, 6 February 2003, Lot 711
Private Collection
Christie's, New York, 12 May 2011, Lot 122
Acquired from the above sale by the present owner 
Carré d'Art, Museé d'Art Contemporain de Nîmes, Gerhard Richter: 100 Bilder, June - September 1996, p. 29, illustrated in color
Gerhard Richter, Werkübersicht/Catalogue Raisonné 1962-1993, Bonn 1993, no. 752-4, illustrated in color
Dietmar Elger, Ed., Gerhard Richter, Catalogue Rasionné 1988-1994, Vol. 4, Ostfildern 2015, no. 752-4, p. 418, illustrated in color
“I want to end up with a picture that I haven’t planned. This method of arbitrary choice, chance, inspiration and destruction may produce a specific type of picture, but it never produces a predetermined picture…I just want to get something more interesting out of it than those things I can think out for myself.”
Gerhard Richter
","signed, dated XII. 91 and Dez. 91 and numbered 752-4 on the reverse
",oil on canvas,62.2 by 52.1 cm,https://sothebys-com.brightspotcdn.com/dims4/default/12982c0/2147483647/strip/true/crop/1685x2000+0+0/resize/179x212!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2Ff3%2F14%2F08%2F7ec9513bce3c6296fadfebb06190850afdfbdcd1fa043c7d1bb4e173e0%2F438n10070-b4sdc.jpg,"500,000",Found,"signed, dated XII. 91 and Dez. 91 and numbered 752-4 on the reverse
oil on canvas
24 1/2 by 20 1/2 in. 62.2 by 52.1 cm.",
George Stubbs,Tygers at play,07.09.2014,"13,185,991","Presumably commissioned or purchased by George Brodrick, 4th Viscount Midleton (1754–1836);
Thence by descent to his son George Alan Brodrick, 5th Viscount Midleton (1806–1848);
By inheritance to his cousin, Charles Brodrick, 6th Viscount Midleton (1791–1863);
By inheritance to his brother, William John Brodrick, 7th Viscount Midleton (1798–1870), Dean of Exeter and Chaplain to Queen Victoria;
By descent to his son, William Brodrick, 8th Viscount Midleton (1830–1907);
By descent to his son, William St John Fremantle Brodrick, 9th Viscount Midleton and 1st Earl of Midleton (1856–1942);
By descent to his son, George Brodrick, 2nd Earl of Midleton (1888–1979);
With Oscar & Peter Johnson, London, from whom acquired by the present owners in 1962.
Probably London, Royal Academy, 1776, no. 293 (as Tygers at Play);
London, Oscar & Peter Johnson Gallery, Pictures and Drawings from Yorkshire Houses, 1963, no. 15;
London, Tate Gallery, George Stubbs 1724–1806, 17 October 1984 – 6 January 1985, no. 78;
New Haven, Yale Centre for British Art, George Stubbs 1724–1806, 13 February – 7 April 1985, no. 78;
Leeds, City Art Gallery, Whistlejacket & Scrub: Large as Life; The Great Horse Paintings of Stubbs, 12 September – 9 November 2008, unnumbered.  
Sir W. Gilbey, Animal Painters of England, vol. II, London 1900, p. 205;
B. Taylor, The Prints of George Stubbs, London 1969, p. 24;
B. Taylor, Stubbs, London 1971, p. 208, no. 39, reproduced pl. 39 (as ‘Leopards playing in a rocky landscape’);
C. A. Parker, Mr Stubbs the Horse Painter, London 1971, p. 198;
L. Parris, George Stubbs A.R.A., ‘Leopards at Play’ and ‘The Spanish Pointer’, London 1974, pp. 8–11, reproduced p. 9;
C. Lennox-Boyd, R. Dixon and T. Clayton, George Stubbs. The Complete Engraved Works, London 1989, pp. 173–74;
J. Egerton, ed., George Stubbs 1724–1806, exhibition catalogue, London 1984, p. 113, cat. no. 78, reproduced in colour;
J. Egerton, George Stubbs, Painter. Catalogue Raisonné, New Haven and London 2007, pp. 308–09,
READ MORE
Introduction.
This sensational picture is one of the great works of eighteenth century English animal painting. Indeed, in many ways, it is one of the great lost works from any age in British Art. Lost, for although it was one of the artist’s most celebrated works during his lifetime, and has been known through innumerable prints (which are taken from a later version of the composition, see fig.2), it has only been exhibited four times since it was painted. Having spent the whole of the nineteenth century virtually unseen, it was exhibited only twice in the twentieth, once in a small dealer’s exhibition, shortly after it had been bought by the present owners, in 1963; and again when it featured in the major retrospective of Stubbs’s work at the Tate Gallery in London, and the Yale Centre for British Art in New Haven. It then again lay dormant
READ MORE
",-,-,101.5 by 127 cm,https://sothebys-com.brightspotcdn.com/dims4/default/a895fbc/2147483647/strip/true/crop/2000x1651+0+0/resize/212x175!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F40%2Fef%2F93%2F3bdd4ecc211f9f003016a5eca4a58a9a3ac5f6820b0ad7e7ab7fce4ed8%2F038l13036-76j3m-in-frame-reshoot.jpg,"4,000,000",Found,"oil on canvas
101.5 by 127 cm.; 40 by 50 in.",
